ID,CONGLOME,NSELV,ID_MUESTRA,CCDD,DEPARTAMENTO,CCPP,PROVINCIA,CCDI,DISTRITO,CODCCPP,NOMCCPP,AREA,RESVIV,RFINAL,TOHOGAR,HOGARN,HOGAR_ID,C1P101,C1P102,C1P103,C1P104,C1P105,C1P106,C1P107,C1P108,C1P109,C1P110_1,C1P110_2,C1P110_3,C1P110_4,C1P110_5,C1P110_6,C1P110_7,C1P110_8,C1P110_9,C1P110_10,C1P110_11,C1P110_12,C1P110_13,C1P110_14,C1P110_15,C1P110_16,C1P110_17,C1P110_18,C1P110_19,C1P110_20,C1P110_21,FACTOR_VIV
434997,50879,0029,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,1,1,1,1,1,4,5,1,1,3,3,3,1,1,2,1,1,2,1,2,2,1,1,1,1,1,2,2,1,2,2,2,2,128.745
435011,50879,0043,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,1,1,1,1,1,4,5,1,1,3,3,2,1,2,2,1,1,2,1,2,2,2,1,1,2,1,2,2,1,2,2,2,2,128.745
435022,50879,0054,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,1,1,1,1,1,4,5,1,1,5,2,1,1,2,2,1,2,2,1,2,2,2,1,1,1,2,2,2,1,2,2,2,2,128.745
435042,50879,0074,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,1,1,1,1,1,4,3,1,1,1,3,2,1,2,2,1,2,2,1,2,2,1,1,1,1,1,2,2,1,2,2,2,2,128.745
435052,50879,0084,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,1,1,1,1,1,4,5,1,1,3,5,4,1,2,1,1,2,2,1,2,2,2,1,1,1,1,1,2,1,2,1,2,2,128.745
435080,50879,0112,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,1,1,1,1,1,4,5,1,1,3,1,1,1,2,1,1,1,2,1,2,2,2,1,1,1,1,2,2,1,2,2,2,2,128.745
435261,50887,0007,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,1,1,1,1,1,4,5,1,1,5,2,2,1,1,2,1,2,2,1,2,2,2,1,1,1,1,2,1,2,2,1,2,2,128.745
435274,50887,0020,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,1,1,1,1,1,4,5,1,1,5,5,3,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,2,1,2,1,2,1,128.745
435304,50887,0050,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,1,1,1,1,7,4,5,1,1,5,4,3,1,1,2,1,1,2,1,2,2,1,1,1,1,1,2,2,1,2,2,2,2,128.745
435333,50887,0079,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,1,1,1,1,7,4,5,1,1,5,4,4,1,1,1,1,2,2,1,2,2,1,2,1,1,1,2,2,1,2,2,2,2,128.745
435349,50887,0095,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,1,1,1,1,8,4,5,1,1,5,1,1,1,1,2,1,1,2,1,2,2,2,1,1,1,1,2,1,1,2,2,2,1,128.745
435361,50887,0107,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,1,1,1,1,1,4,5,1,1,5,4,3,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,2,1,2,1,2,1,128.745
435387,50887,0133,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,1,1,1,1,7,4,5,1,1,5,2,1,2,2,2,1,1,2,1,2,2,2,1,2,1,1,2,2,1,2,2,2,2,128.745
435400,50887,0146,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,1,1,1,1,7,4,5,1,1,5,3,2,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,2,2,1,2,2,128.745
435580,50897,0008,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0067,DIAMANTE,1,1,1,1,1,1,1,8,4,6,1,1,5,1,1,2,2,2,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,128.745
435608,50897,0036,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0067,DIAMANTE,1,1,1,1,1,1,1,1,4,5,1,1,5,2,1,1,1,2,1,1,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,128.745
435621,50897,0049,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0067,DIAMANTE,1,1,1,1,1,1,1,1,4,5,1,1,5,2,1,2,2,2,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,128.745
435639,50897,0067,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0067,DIAMANTE,1,1,1,1,1,1,1,1,1,5,1,1,5,2,1,1,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,128.745
435653,50897,0081,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0067,DIAMANTE,1,1,1,1,1,1,1,1,4,5,1,1,5,2,1,1,2,2,1,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,128.745
435705,50897,0133,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0067,DIAMANTE,1,1,1,1,1,1,1,1,4,5,1,1,5,3,3,2,1,2,1,2,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,128.745
435734,50897,0162,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0067,DIAMANTE,1,1,1,1,1,1,1,7,2,5,1,1,5,2,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,128.745
435749,50897,0177,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0067,DIAMANTE,1,1,1,1,1,1,1,1,4,3,1,1,3,4,3,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,2,1,2,2,2,2,128.745
435761,39014,0008,1,17,MADRE DE DIOS,01,TAMBOPATA,02,INAMBARI,0001,MAZUKO,1,1,1,1,1,1,1,1,1,5,1,1,1,3,2,1,1,2,1,1,2,1,2,2,1,1,1,1,1,1,2,1,1,2,2,2,128.745
435771,39014,0018,1,17,MADRE DE DIOS,01,TAMBOPATA,02,INAMBARI,0001,MAZUKO,1,1,1,1,1,1,1,1,1,5,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,2,1,2,2,2,2,128.745
435780,39014,0027,1,17,MADRE DE DIOS,01,TAMBOPATA,02,INAMBARI,0001,MAZUKO,1,1,1,1,1,1,1,1,4,5,1,1,1,2,1,1,1,2,2,1,2,1,2,2,2,1,1,1,1,2,2,1,2,2,2,2,128.745
435789,39014,0036,1,17,MADRE DE DIOS,01,TAMBOPATA,02,INAMBARI,0001,MAZUKO,1,1,1,1,1,1,1,1,4,5,1,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,128.745
435809,39014,0056,1,17,MADRE DE DIOS,01,TAMBOPATA,02,INAMBARI,0001,MAZUKO,1,1,1,1,1,1,1,1,4,5,1,1,1,4,3,1,1,1,1,1,2,1,2,2,1,1,1,1,2,2,2,1,2,1,2,2,128.745
435818,39014,0065,1,17,MADRE DE DIOS,01,TAMBOPATA,02,INAMBARI,0001,MAZUKO,1,1,1,1,1,1,1,1,4,5,1,1,1,5,3,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,128.745
435836,39014,0083,1,17,MADRE DE DIOS,01,TAMBOPATA,02,INAMBARI,0001,MAZUKO,1,1,1,1,1,1,1,1,1,5,1,1,1,3,2,1,2,2,1,1,2,1,2,2,2,1,1,1,1,2,1,2,2,2,2,2,128.745
435856,39014,0103,1,17,MADRE DE DIOS,01,TAMBOPATA,02,INAMBARI,0001,MAZUKO,1,1,1,1,1,1,1,1,4,5,1,1,5,6,3,1,2,1,1,1,2,1,2,2,2,1,1,1,1,2,1,2,2,2,2,2,128.745
435871,3888202,0005,1,17,MADRE DE DIOS,02,MANU,01,MANU,0001,SALVACION,2,1,1,2,1,1,1,7,4,5,1,2,2,1,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,205.992
435877,3888202,0011,1,17,MADRE DE DIOS,02,MANU,01,MANU,0001,SALVACION,2,1,1,1,1,1,1,1,4,5,1,1,1,3,2,1,2,1,1,1,2,1,2,2,1,1,1,1,1,2,2,2,2,1,2,2,102.996
435883,3888202,0017,1,17,MADRE DE DIOS,02,MANU,01,MANU,0001,SALVACION,2,1,1,1,1,1,1,1,4,5,1,1,1,2,1,1,2,2,1,2,2,1,2,2,1,2,1,1,2,2,2,2,2,1,2,2,102.996
435895,3888202,0029,1,17,MADRE DE DIOS,02,MANU,01,MANU,0001,SALVACION,2,1,1,1,1,1,1,1,1,5,1,1,1,5,2,2,2,2,1,2,2,1,2,2,2,1,1,1,2,2,2,1,2,2,2,2,102.996
435900,3888202,0034,1,17,MADRE DE DIOS,02,MANU,01,MANU,0001,SALVACION,2,1,1,1,1,1,1,7,4,5,1,1,1,2,1,1,2,2,1,2,2,1,2,2,1,2,1,1,2,2,2,1,2,2,2,2,102.996
435907,3888202,0041,1,17,MADRE DE DIOS,02,MANU,01,MANU,0001,SALVACION,2,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,2,1,1,1,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,2,102.996
435925,3888202,0059,1,17,MADRE DE DIOS,02,MANU,01,MANU,0001,SALVACION,2,1,1,1,1,1,1,7,4,5,1,1,3,3,2,1,1,1,1,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,1,102.996
435931,3888202,0065,1,17,MADRE DE DIOS,02,MANU,01,MANU,0001,SALVACION,2,1,1,1,1,1,1,1,1,5,1,1,1,2,1,1,1,2,1,1,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,2,102.996
435942,3888202,0076,1,17,MADRE DE DIOS,02,MANU,01,MANU,0001,SALVACION,2,1,1,2,2,2,1,1,4,5,1,2,2,4,3,1,2,1,1,2,2,1,2,2,1,1,1,1,1,2,2,1,2,2,2,2,205.992
435959,3888202,0093,1,17,MADRE DE DIOS,02,MANU,01,MANU,0001,SALVACION,2,1,1,1,1,1,1,1,1,5,1,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,102.996
436078,3889102,0013,1,17,MADRE DE DIOS,02,MANU,03,MADRE DE DIOS,0001,BOCA COLORADO,1,1,1,1,1,1,1,1,1,5,1,1,3,1,1,1,2,2,1,1,2,1,2,2,2,1,1,1,1,2,2,1,2,2,2,2,128.745
436090,3889102,0025,1,17,MADRE DE DIOS,02,MANU,03,MADRE DE DIOS,0001,BOCA COLORADO,1,1,1,1,1,1,1,7,4,5,1,1,5,6,1,1,2,1,1,1,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,128.745
436100,3889102,0035,1,17,MADRE DE DIOS,02,MANU,03,MADRE DE DIOS,0001,BOCA COLORADO,1,1,1,1,1,1,1,1,4,5,1,1,3,10,1,2,2,2,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,128.745
436120,3889102,0055,1,17,MADRE DE DIOS,02,MANU,03,MADRE DE DIOS,0001,BOCA COLORADO,1,1,1,1,1,1,1,7,4,5,1,1,1,4,1,1,2,2,1,1,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,128.745
436140,3889102,0075,1,17,MADRE DE DIOS,02,MANU,03,MADRE DE DIOS,0001,BOCA COLORADO,1,1,1,1,1,1,4,7,4,5,1,2,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,128.745
436151,3889102,0086,1,17,MADRE DE DIOS,02,MANU,03,MADRE DE DIOS,0001,BOCA COLORADO,1,1,1,1,1,1,1,7,4,5,1,1,3,6,3,1,2,2,1,2,2,1,2,2,1,2,1,1,1,2,2,2,2,1,2,2,128.745
436165,3889102,0100,1,17,MADRE DE DIOS,02,MANU,03,MADRE DE DIOS,0001,BOCA COLORADO,1,1,1,1,1,1,1,7,4,6,1,1,7,1,1,1,2,2,1,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,128.745
436185,3889102,0120,1,17,MADRE DE DIOS,02,MANU,03,MADRE DE DIOS,0001,BOCA COLORADO,1,1,1,1,1,1,1,1,1,5,1,1,1,3,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,128.745
436332,38901,0024,1,17,MADRE DE DIOS,02,MANU,04,HUEPETUHE,0001,HUEPETUHE,1,1,1,1,1,1,1,1,4,5,1,1,5,1,1,1,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,128.745
436348,38901,0040,1,17,MADRE DE DIOS,02,MANU,04,HUEPETUHE,0001,HUEPETUHE,1,1,1,1,1,1,1,1,4,5,1,1,1,4,2,1,1,2,1,2,2,1,2,2,1,1,1,1,1,2,1,1,2,2,2,2,128.745
436365,38901,0057,1,17,MADRE DE DIOS,02,MANU,04,HUEPETUHE,0001,HUEPETUHE,1,1,1,1,1,1,1,7,4,5,1,1,1,2,1,2,2,2,1,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,128.745
436398,38901,0090,1,17,MADRE DE DIOS,02,MANU,04,HUEPETUHE,0001,HUEPETUHE,1,1,1,1,1,1,1,1,1,5,1,1,1,2,2,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,128.745
436414,38901,0106,1,17,MADRE DE DIOS,02,MANU,04,HUEPETUHE,0001,HUEPETUHE,1,1,1,1,1,1,1,1,4,5,1,7,3,3,2,1,1,2,1,1,2,1,2,2,1,1,1,1,2,2,1,1,2,2,2,2,128.745
436430,38901,0122,1,17,MADRE DE DIOS,02,MANU,04,HUEPETUHE,0001,HUEPETUHE,1,1,1,2,2,2,1,7,4,6,1,1,3,2,1,1,1,2,1,1,2,1,2,2,1,1,1,1,1,2,2,1,2,2,2,2,257.49
436447,38901,0139,1,17,MADRE DE DIOS,02,MANU,04,HUEPETUHE,0001,HUEPETUHE,1,1,1,1,1,1,1,1,4,5,1,1,1,3,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,128.745
436463,38901,0155,1,17,MADRE DE DIOS,02,MANU,04,HUEPETUHE,0001,HUEPETUHE,1,1,1,1,1,1,1,7,4,5,1,1,1,4,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,128.745
436666,38906,0009,1,17,MADRE DE DIOS,02,MANU,04,HUEPETUHE,0006,NUEVA (CAYCHIWE),1,1,1,1,1,1,1,7,4,5,1,1,1,4,3,2,2,2,1,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,147.137142857143
436682,38906,0025,1,17,MADRE DE DIOS,02,MANU,04,HUEPETUHE,0006,NUEVA (CAYCHIWE),1,1,1,1,1,1,1,1,4,5,1,1,5,4,3,1,2,2,2,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,147.137142857143
436699,38906,0042,1,17,MADRE DE DIOS,02,MANU,04,HUEPETUHE,0006,NUEVA (CAYCHIWE),1,1,1,1,1,1,1,1,4,5,1,1,5,3,2,1,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,147.137142857143
436715,38906,0058,1,17,MADRE DE DIOS,02,MANU,04,HUEPETUHE,0006,NUEVA (CAYCHIWE),1,1,1,1,1,1,1,1,4,5,1,1,5,6,4,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,147.137142857143
436733,38906,0076,1,17,MADRE DE DIOS,02,MANU,04,HUEPETUHE,0006,NUEVA (CAYCHIWE),1,1,1,1,1,1,1,7,4,5,1,1,5,3,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,2,2,2,147.137142857143
436764,38906,0107,1,17,MADRE DE DIOS,02,MANU,04,HUEPETUHE,0006,NUEVA (CAYCHIWE),1,1,1,1,1,1,1,7,4,4,1,1,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,147.137142857143
436830,38906,0173,1,17,MADRE DE DIOS,02,MANU,04,HUEPETUHE,0006,NUEVA (CAYCHIWE),1,1,1,1,1,1,1,7,4,5,1,1,1,3,2,1,2,1,1,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,147.137142857143
436857,46166,0005,1,17,MADRE DE DIOS,02,MANU,04,HUEPETUHE,0001,HUEPETUHE,1,1,1,1,1,1,1,1,4,5,1,1,1,5,4,1,1,2,1,2,2,1,2,2,2,1,1,1,1,2,1,1,2,2,2,2,128.745
436872,46166,0020,1,17,MADRE DE DIOS,02,MANU,04,HUEPETUHE,0001,HUEPETUHE,1,1,1,1,1,1,1,1,4,5,1,1,1,3,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,2,1,2,2,2,2,128.745
436890,46166,0038,1,17,MADRE DE DIOS,02,MANU,04,HUEPETUHE,0001,HUEPETUHE,1,1,1,1,1,1,1,1,4,5,1,6,1,5,2,1,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,2,128.745
436907,46166,0055,1,17,MADRE DE DIOS,02,MANU,04,HUEPETUHE,0001,HUEPETUHE,1,1,1,1,1,1,1,7,4,5,1,1,1,3,2,2,2,2,1,1,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,128.745
436951,46166,0099,1,17,MADRE DE DIOS,02,MANU,04,HUEPETUHE,0001,HUEPETUHE,1,1,1,1,1,1,1,1,4,5,1,1,1,5,4,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,1,2,2,2,2,128.745
436967,46166,0115,1,17,MADRE DE DIOS,02,MANU,04,HUEPETUHE,0001,HUEPETUHE,1,1,1,1,1,1,1,1,4,5,1,7,5,2,1,1,2,2,2,1,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,128.745
436998,46166,0146,1,17,MADRE DE DIOS,02,MANU,04,HUEPETUHE,0001,HUEPETUHE,1,1,1,1,1,1,1,1,1,5,1,1,1,4,3,1,2,2,1,1,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,2,128.745
437017,46166,0165,1,17,MADRE DE DIOS,02,MANU,04,HUEPETUHE,0001,HUEPETUHE,1,1,1,1,1,1,1,1,4,5,1,4,3,4,3,1,1,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,2,2,128.745
437238,4388602,0031,1,18,MOQUEGUA,01,MARISCAL NIETO,01,MOQUEGUA,0001,MOQUEGUA,1,1,1,1,1,1,1,7,4,6,1,1,1,4,3,2,2,2,1,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,263.807692307692
437265,4388602,0058,1,18,MOQUEGUA,01,MARISCAL NIETO,01,MOQUEGUA,0001,MOQUEGUA,1,1,1,1,1,1,1,1,4,6,1,1,1,1,1,2,2,1,1,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,263.807692307692
437276,4388602,0069,1,18,MOQUEGUA,01,MARISCAL NIETO,01,MOQUEGUA,0001,MOQUEGUA,1,1,1,1,1,1,1,8,4,5,1,1,1,3,2,1,2,2,1,2,2,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,263.807692307692
437289,4388602,0082,1,18,MOQUEGUA,01,MARISCAL NIETO,01,MOQUEGUA,0001,MOQUEGUA,1,1,1,1,1,1,1,1,1,5,1,1,1,3,2,1,2,2,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,263.807692307692
437318,4388602,0111,1,18,MOQUEGUA,01,MARISCAL NIETO,01,MOQUEGUA,0001,MOQUEGUA,1,1,1,1,1,1,1,1,1,3,1,1,1,3,2,1,1,1,1,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,263.807692307692
437350,4388602,0143,1,18,MOQUEGUA,01,MARISCAL NIETO,01,MOQUEGUA,0001,MOQUEGUA,1,1,1,1,1,1,1,1,1,6,1,1,1,4,3,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,263.807692307692
437422,43922,0042,1,18,MOQUEGUA,01,MARISCAL NIETO,01,MOQUEGUA,0023,SAN ANTONIO,1,1,1,1,1,1,1,1,1,5,1,1,1,7,4,1,2,1,1,2,2,1,2,2,1,1,1,1,1,2,1,2,2,2,2,2,226.120879120879
437436,43922,0056,1,18,MOQUEGUA,01,MARISCAL NIETO,01,MOQUEGUA,0023,SAN ANTONIO,1,1,1,1,1,1,1,1,1,3,1,1,1,5,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,2,226.120879120879
437450,43922,0070,1,18,MOQUEGUA,01,MARISCAL NIETO,01,MOQUEGUA,0023,SAN ANTONIO,1,1,1,1,1,1,1,1,1,3,1,1,1,6,4,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,226.120879120879
437477,43922,0097,1,18,MOQUEGUA,01,MARISCAL NIETO,01,MOQUEGUA,0023,SAN ANTONIO,1,1,1,1,1,1,1,1,1,5,1,1,1,2,1,1,2,2,1,1,2,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,226.120879120879
437493,43922,0113,1,18,MOQUEGUA,01,MARISCAL NIETO,01,MOQUEGUA,0023,SAN ANTONIO,1,1,1,1,1,1,1,1,1,3,1,1,1,4,2,1,1,1,1,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,226.120879120879
437509,43922,0129,1,18,MOQUEGUA,01,MARISCAL NIETO,01,MOQUEGUA,0023,SAN ANTONIO,1,1,1,1,1,1,1,1,1,3,1,1,1,5,3,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,226.120879120879
437550,43922,0170,1,18,MOQUEGUA,01,MARISCAL NIETO,01,MOQUEGUA,0023,SAN ANTONIO,1,1,1,1,1,1,1,1,1,3,1,1,1,5,3,1,1,1,1,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,226.120879120879
437762,43937,0020,1,18,MOQUEGUA,01,MARISCAL NIETO,01,MOQUEGUA,0023,SAN ANTONIO,1,1,1,1,1,1,1,1,1,5,1,1,1,3,2,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,2,2,2,2,2,2,197.855769230769
437792,43937,0050,1,18,MOQUEGUA,01,MARISCAL NIETO,01,MOQUEGUA,0023,SAN ANTONIO,1,1,1,1,1,1,1,7,4,5,1,1,1,2,2,1,2,1,1,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,197.855769230769
437807,43937,0065,1,18,MOQUEGUA,01,MARISCAL NIETO,01,MOQUEGUA,0023,SAN ANTONIO,1,1,1,1,1,1,1,1,1,5,1,1,1,3,2,1,2,1,1,2,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,2,197.855769230769
437829,43937,0087,1,18,MOQUEGUA,01,MARISCAL NIETO,01,MOQUEGUA,0023,SAN ANTONIO,1,1,1,1,1,1,1,7,4,5,1,1,1,3,3,2,2,1,1,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,197.855769230769
437844,43937,0102,1,18,MOQUEGUA,01,MARISCAL NIETO,01,MOQUEGUA,0023,SAN ANTONIO,1,1,1,1,1,1,1,7,4,5,1,1,1,4,2,1,2,2,1,1,2,1,2,2,2,1,1,1,1,2,1,2,2,2,2,2,197.855769230769
437871,43937,0129,1,18,MOQUEGUA,01,MARISCAL NIETO,01,MOQUEGUA,0023,SAN ANTONIO,1,1,1,1,1,1,1,7,4,5,1,1,1,2,2,2,2,2,1,2,2,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,197.855769230769
437894,43937,0152,1,18,MOQUEGUA,01,MARISCAL NIETO,01,MOQUEGUA,0023,SAN ANTONIO,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,197.855769230769
437895,43937,0153,1,18,MOQUEGUA,01,MARISCAL NIETO,01,MOQUEGUA,0023,SAN ANTONIO,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,2,2,2,2,2,2,197.855769230769
438120,43942,0004,1,18,MOQUEGUA,01,MARISCAL NIETO,01,MOQUEGUA,0023,SAN ANTONIO,1,1,1,1,1,1,1,3,5,6,1,1,1,2,2,1,2,1,1,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,197.855769230769
438151,43942,0035,1,18,MOQUEGUA,01,MARISCAL NIETO,01,MOQUEGUA,0023,SAN ANTONIO,1,1,1,1,1,1,1,1,1,3,1,1,1,6,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,2,2,2,1,197.855769230769
438165,43942,0049,1,18,MOQUEGUA,01,MARISCAL NIETO,01,MOQUEGUA,0023,SAN ANTONIO,1,1,1,2,1,1,1,1,4,5,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,395.711538461539
438196,43942,0080,1,18,MOQUEGUA,01,MARISCAL NIETO,01,MOQUEGUA,0023,SAN ANTONIO,1,1,1,1,1,1,1,1,1,5,1,1,1,4,3,2,2,1,1,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,197.855769230769
438213,43942,0097,1,18,MOQUEGUA,01,MARISCAL NIETO,01,MOQUEGUA,0023,SAN ANTONIO,1,1,1,1,1,1,1,1,1,5,1,1,1,4,2,1,1,2,1,2,2,1,2,2,1,1,1,1,1,2,1,1,2,2,2,2,197.855769230769
438248,43942,0132,1,18,MOQUEGUA,01,MARISCAL NIETO,01,MOQUEGUA,0023,SAN ANTONIO,1,1,1,1,1,1,1,1,1,5,1,1,1,4,4,1,2,1,1,2,1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,2,197.855769230769
438262,43942,0146,1,18,MOQUEGUA,01,MARISCAL NIETO,01,MOQUEGUA,0023,SAN ANTONIO,1,1,1,1,1,1,1,1,1,3,1,1,1,8,4,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,197.855769230769
438294,43942,0178,1,18,MOQUEGUA,01,MARISCAL NIETO,01,MOQUEGUA,0023,SAN ANTONIO,1,1,1,1,1,1,1,1,1,5,1,1,1,4,2,1,2,1,1,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,197.855769230769
438565,43947,0055,1,18,MOQUEGUA,01,MARISCAL NIETO,01,MOQUEGUA,0023,SAN ANTONIO,1,1,1,1,1,1,1,7,4,5,1,1,1,3,3,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,263.807692307692
438581,43947,0071,1,18,MOQUEGUA,01,MARISCAL NIETO,01,MOQUEGUA,0023,SAN ANTONIO,1,1,1,1,1,1,1,1,1,5,1,1,1,4,4,1,2,1,1,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,2,263.807692307692
