ID,CONGLOME,NSELV,ID_MUESTRA,CCDD,DEPARTAMENTO,CCPP,PROVINCIA,CCDI,DISTRITO,CODCCPP,NOMCCPP,AREA,RESVIV,RFINAL,TOHOGAR,HOGARN,HOGAR_ID,C1P101,C1P102,C1P103,C1P104,C1P105,C1P106,C1P107,C1P108,C1P109,C1P110_1,C1P110_2,C1P110_3,C1P110_4,C1P110_5,C1P110_6,C1P110_7,C1P110_8,C1P110_9,C1P110_10,C1P110_11,C1P110_12,C1P110_13,C1P110_14,C1P110_15,C1P110_16,C1P110_17,C1P110_18,C1P110_19,C1P110_20,C1P110_21,FACTOR_VIV
2,07060,0002,1,01,AMAZONAS,01,CHACHAPOYAS,01,CHACHAPOYAS,0001,CHACHAPOYAS,1,1,1,1,1,1,1,3,4,6,1,1,1,2,0,2,1,2,2,2,2,1,2,2,2,1,1,1,2,2,1,2,2,2,2,2,369.164893617021
36,07060,0036,1,01,AMAZONAS,01,CHACHAPOYAS,01,CHACHAPOYAS,0001,CHACHAPOYAS,1,1,1,1,1,1,1,3,4,5,1,1,1,3,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,2,1,2,2,2,2,2,369.164893617021
50,07060,0050,1,01,AMAZONAS,01,CHACHAPOYAS,01,CHACHAPOYAS,0001,CHACHAPOYAS,1,1,1,1,1,1,1,3,4,5,1,1,1,4,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,369.164893617021
65,07060,0065,1,01,AMAZONAS,01,CHACHAPOYAS,01,CHACHAPOYAS,0001,CHACHAPOYAS,1,1,1,1,1,1,1,3,4,6,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,369.164893617021
95,07060,0095,1,01,AMAZONAS,01,CHACHAPOYAS,01,CHACHAPOYAS,0001,CHACHAPOYAS,1,1,1,1,1,1,1,1,4,5,1,1,1,2,1,2,2,2,1,1,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,1,369.164893617021
111,07060,0111,1,01,AMAZONAS,01,CHACHAPOYAS,01,CHACHAPOYAS,0001,CHACHAPOYAS,1,1,1,1,1,1,1,1,4,5,1,1,1,3,2,2,2,1,1,2,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,369.164893617021
140,07060,0140,1,01,AMAZONAS,01,CHACHAPOYAS,01,CHACHAPOYAS,0001,CHACHAPOYAS,1,1,1,1,1,1,1,3,4,6,1,1,1,3,0,2,2,2,2,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,369.164893617021
156,07060,0156,1,01,AMAZONAS,01,CHACHAPOYAS,01,CHACHAPOYAS,0001,CHACHAPOYAS,1,1,1,1,1,1,1,1,4,5,1,1,1,2,1,1,1,2,2,1,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,369.164893617021
310,0707301,0007,1,01,AMAZONAS,01,CHACHAPOYAS,01,CHACHAPOYAS,0001,CHACHAPOYAS,1,1,1,1,1,1,1,1,1,5,1,1,1,6,5,2,2,1,1,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,369.164893617021
322,0707301,0019,1,01,AMAZONAS,01,CHACHAPOYAS,01,CHACHAPOYAS,0001,CHACHAPOYAS,1,1,1,1,1,1,1,3,4,5,1,1,1,4,3,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,369.164893617021
347,0707301,0044,1,01,AMAZONAS,01,CHACHAPOYAS,01,CHACHAPOYAS,0001,CHACHAPOYAS,1,1,1,1,1,1,1,3,3,3,1,1,5,4,3,1,1,2,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,369.164893617021
369,0707301,0066,1,01,AMAZONAS,01,CHACHAPOYAS,01,CHACHAPOYAS,0001,CHACHAPOYAS,1,1,1,1,1,1,1,3,4,5,1,1,1,4,3,1,2,1,1,1,2,1,2,2,2,1,1,1,1,2,1,1,2,2,2,2,369.164893617021
382,0707301,0079,1,01,AMAZONAS,01,CHACHAPOYAS,01,CHACHAPOYAS,0001,CHACHAPOYAS,1,1,1,1,1,1,1,1,1,5,1,1,1,4,3,2,2,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,369.164893617021
417,0707301,0114,1,01,AMAZONAS,01,CHACHAPOYAS,01,CHACHAPOYAS,0001,CHACHAPOYAS,1,1,1,1,1,1,1,3,4,5,1,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,369.164893617021
429,0707301,0126,1,01,AMAZONAS,01,CHACHAPOYAS,01,CHACHAPOYAS,0001,CHACHAPOYAS,1,1,1,1,1,1,1,1,1,3,1,1,1,3,2,2,2,2,1,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,369.164893617021
441,0707301,0138,1,01,AMAZONAS,01,CHACHAPOYAS,01,CHACHAPOYAS,0001,CHACHAPOYAS,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,2,2,2,1,1,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,369.164893617021
452,07079,0006,1,01,AMAZONAS,01,CHACHAPOYAS,01,CHACHAPOYAS,0001,CHACHAPOYAS,1,1,1,1,1,1,1,1,1,5,1,1,1,6,4,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,2,2,2,2,369.164893617021
492,07079,0046,1,01,AMAZONAS,01,CHACHAPOYAS,01,CHACHAPOYAS,0001,CHACHAPOYAS,1,1,1,1,1,1,1,1,4,5,1,1,1,4,2,1,1,2,1,1,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,369.164893617021
503,07079,0057,1,01,AMAZONAS,01,CHACHAPOYAS,01,CHACHAPOYAS,0001,CHACHAPOYAS,1,1,1,1,1,1,1,1,4,5,1,1,1,6,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,369.164893617021
522,07079,0076,1,01,AMAZONAS,01,CHACHAPOYAS,01,CHACHAPOYAS,0001,CHACHAPOYAS,1,1,1,1,1,1,1,1,4,5,1,1,1,3,2,2,1,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,369.164893617021
535,07079,0089,1,01,AMAZONAS,01,CHACHAPOYAS,01,CHACHAPOYAS,0001,CHACHAPOYAS,1,1,1,1,1,1,1,1,4,3,1,1,1,2,2,1,1,2,2,2,2,1,2,2,2,1,1,1,1,2,2,1,2,2,2,1,369.164893617021
547,07079,0101,1,01,AMAZONAS,01,CHACHAPOYAS,01,CHACHAPOYAS,0001,CHACHAPOYAS,1,1,1,1,1,1,1,1,1,3,1,1,1,7,3,1,1,1,1,2,2,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,369.164893617021
556,07079,0110,1,01,AMAZONAS,01,CHACHAPOYAS,01,CHACHAPOYAS,0001,CHACHAPOYAS,1,1,1,1,1,1,1,1,4,3,1,1,1,4,4,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,1,2,2,2,1,369.164893617021
567,07079,0121,1,01,AMAZONAS,01,CHACHAPOYAS,01,CHACHAPOYAS,0001,CHACHAPOYAS,1,1,1,1,1,1,1,1,4,5,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,369.164893617021
584,07092,0009,1,01,AMAZONAS,01,CHACHAPOYAS,01,CHACHAPOYAS,0001,CHACHAPOYAS,1,1,1,1,1,1,1,1,1,3,1,1,1,4,2,2,1,1,1,2,2,1,2,1,2,1,1,1,1,2,2,2,2,2,2,2,369.164893617021
602,07092,0027,1,01,AMAZONAS,01,CHACHAPOYAS,01,CHACHAPOYAS,0001,CHACHAPOYAS,1,1,1,1,1,1,1,1,4,5,1,1,1,2,1,1,2,1,1,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,369.164893617021
622,07092,0047,1,01,AMAZONAS,01,CHACHAPOYAS,01,CHACHAPOYAS,0001,CHACHAPOYAS,1,1,1,1,1,1,1,1,1,5,1,1,1,3,2,1,1,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,369.164893617021
659,07092,0084,1,01,AMAZONAS,01,CHACHAPOYAS,01,CHACHAPOYAS,0001,CHACHAPOYAS,1,1,1,1,1,1,1,1,4,5,1,1,1,4,3,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,369.164893617021
697,07092,0122,1,01,AMAZONAS,01,CHACHAPOYAS,01,CHACHAPOYAS,0001,CHACHAPOYAS,1,1,1,1,1,1,1,3,5,3,1,1,1,6,1,2,2,2,1,2,2,1,2,2,1,1,1,2,1,1,2,2,2,2,2,2,369.164893617021
733,07092,0158,1,01,AMAZONAS,01,CHACHAPOYAS,01,CHACHAPOYAS,0001,CHACHAPOYAS,1,1,1,1,1,1,1,3,4,5,1,1,1,6,4,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,1,1,2,2,2,2,369.164893617021
769,07092,0194,1,01,AMAZONAS,01,CHACHAPOYAS,01,CHACHAPOYAS,0001,CHACHAPOYAS,1,1,1,1,1,1,1,1,1,5,1,1,1,2,1,1,2,2,1,1,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,369.164893617021
786,07092,0211,1,01,AMAZONAS,01,CHACHAPOYAS,01,CHACHAPOYAS,0001,CHACHAPOYAS,1,1,1,1,1,1,1,3,4,5,1,1,1,2,2,2,2,1,1,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,369.164893617021
1274,0668202,0007,1,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,0001,BAGUA GRANDE,1,1,1,1,1,1,1,3,4,5,1,1,1,1,1,2,2,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,421.90273556231
1285,0668202,0018,1,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,0001,BAGUA GRANDE,1,1,1,1,1,1,1,3,4,6,1,1,5,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,421.90273556231
1305,0668202,0038,1,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,0001,BAGUA GRANDE,1,1,1,1,1,1,1,3,4,6,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,421.90273556231
1334,0668202,0067,1,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,0001,BAGUA GRANDE,1,1,1,1,1,1,1,3,4,6,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,1,1,2,2,2,2,421.90273556231
1361,0668202,0094,1,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,0001,BAGUA GRANDE,1,1,1,1,1,1,1,3,4,3,1,1,1,4,3,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,421.90273556231
1370,0668202,0103,1,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,0001,BAGUA GRANDE,1,1,1,1,1,1,1,3,4,5,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,421.90273556231
1378,0668202,0111,1,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,0001,BAGUA GRANDE,1,1,1,1,1,1,1,1,1,5,1,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,1,1,1,2,2,1,2,2,2,2,421.90273556231
1384,06685,0003,1,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,0001,BAGUA GRANDE,1,1,1,1,1,1,1,1,4,5,1,1,1,2,1,1,2,1,1,1,2,1,2,2,1,1,1,1,1,2,2,2,2,1,2,1,369.164893617021
1417,06685,0036,1,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,0001,BAGUA GRANDE,1,1,1,1,1,1,1,3,4,6,1,1,1,2,1,1,2,2,2,2,2,1,2,2,1,2,1,1,2,2,1,2,2,2,2,2,369.164893617021
1457,06685,0076,1,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,0001,BAGUA GRANDE,1,1,1,1,1,1,1,3,4,6,1,1,1,2,1,1,2,2,2,2,2,1,2,2,1,1,1,1,2,2,2,2,2,1,2,2,369.164893617021
1477,06685,0096,1,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,0001,BAGUA GRANDE,1,1,1,1,1,1,1,1,1,5,1,1,1,3,2,1,2,1,1,1,2,1,2,2,1,1,1,1,2,2,2,2,2,1,2,2,369.164893617021
1515,06685,0134,1,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,0001,BAGUA GRANDE,1,1,1,1,1,1,1,1,4,6,1,1,1,1,1,2,2,2,1,2,2,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,369.164893617021
1541,06685,0160,1,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,0001,BAGUA GRANDE,1,1,1,1,1,1,1,3,4,6,1,1,1,3,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,369.164893617021
1577,06685,0196,1,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,0001,BAGUA GRANDE,1,1,1,1,1,1,1,1,1,3,1,1,1,3,2,2,2,1,1,1,2,1,2,2,2,1,1,1,1,2,2,2,2,1,2,2,369.164893617021
1595,06685,0214,1,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,0001,BAGUA GRANDE,1,1,1,1,1,1,1,3,4,3,1,1,1,4,2,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,369.164893617021
1618,06686,0008,1,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,0001,BAGUA GRANDE,1,1,1,1,1,1,1,3,4,5,1,1,1,4,3,1,2,2,1,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,369.164893617021
1633,06686,0023,1,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,0001,BAGUA GRANDE,1,1,1,1,1,1,1,3,4,5,1,1,1,3,2,1,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,369.164893617021
1648,06686,0038,1,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,0001,BAGUA GRANDE,1,1,1,2,1,1,1,3,4,6,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,738.329787234043
1663,06686,0053,1,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,0001,BAGUA GRANDE,1,1,1,1,1,1,1,3,4,5,1,1,1,5,4,1,2,2,1,1,2,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,369.164893617021
1693,06686,0083,1,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,0001,BAGUA GRANDE,1,1,1,1,1,1,1,3,4,5,1,1,1,3,1,2,2,2,1,2,2,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,369.164893617021
1708,06686,0098,1,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,0001,BAGUA GRANDE,1,1,1,1,1,1,1,1,1,3,1,1,1,3,2,1,2,1,1,1,2,1,2,2,1,1,1,1,1,2,2,1,2,2,2,2,369.164893617021
1738,06686,0128,1,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,0001,BAGUA GRANDE,1,1,1,1,1,1,1,1,4,4,1,1,1,2,2,1,2,2,1,1,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,369.164893617021
1788,06686,0178,1,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,0001,BAGUA GRANDE,1,1,1,1,1,1,1,3,4,5,1,1,1,2,1,1,2,2,1,2,2,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,369.164893617021
2106,0670502,0012,1,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,0001,BAGUA GRANDE,1,1,1,1,1,1,1,3,4,6,1,1,1,2,1,2,2,2,1,1,2,1,2,2,2,1,1,1,2,2,2,1,2,1,2,2,369.164893617021
2122,0670502,0028,1,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,0001,BAGUA GRANDE,1,1,1,1,1,1,1,1,4,5,1,1,1,2,2,1,2,2,1,1,2,1,2,2,1,1,1,1,1,2,1,2,2,2,2,2,369.164893617021
2134,0670502,0040,1,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,0001,BAGUA GRANDE,1,1,1,1,1,1,1,1,4,5,1,1,5,1,1,2,2,1,1,2,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,369.164893617021
2142,0670502,0048,1,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,0001,BAGUA GRANDE,1,1,1,1,1,1,1,3,4,5,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,1,1,2,2,1,1,2,1,2,2,369.164893617021
2151,0670502,0057,1,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,0001,BAGUA GRANDE,1,1,1,1,1,1,1,1,4,5,1,1,5,2,2,1,1,2,1,2,2,1,2,2,2,1,1,1,1,2,2,1,2,2,2,2,369.164893617021
2162,0670502,0068,1,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,0001,BAGUA GRANDE,1,1,1,1,1,1,1,1,4,5,1,1,5,1,1,1,2,2,1,1,2,1,2,2,2,2,1,1,1,2,2,1,2,2,2,2,369.164893617021
2188,0670502,0094,1,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,0001,BAGUA GRANDE,1,1,1,1,1,1,1,3,4,6,1,1,5,3,3,2,2,1,1,1,2,1,2,2,1,1,1,1,1,2,1,1,2,1,2,2,369.164893617021
2198,0670502,0104,1,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,0001,BAGUA GRANDE,1,1,1,1,1,1,1,1,4,5,1,1,1,3,2,1,2,2,1,2,2,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,369.164893617021
2388,0671502,0005,1,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,0001,BAGUA GRANDE,1,1,1,1,1,1,1,3,4,3,1,1,1,3,2,1,2,1,1,2,2,1,2,2,1,1,1,2,1,1,2,2,2,2,2,2,369.164893617021
2416,0671502,0033,1,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,0001,BAGUA GRANDE,1,1,1,1,1,1,1,1,1,5,1,1,1,2,1,1,1,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,369.164893617021
2435,0671502,0052,1,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,0001,BAGUA GRANDE,1,1,1,1,1,1,1,1,1,3,1,1,1,5,3,2,1,1,1,2,2,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,369.164893617021
2448,0671502,0065,1,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,0001,BAGUA GRANDE,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,2,1,1,1,2,2,2,2,1,2,2,369.164893617021
2458,0671502,0075,1,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,0001,BAGUA GRANDE,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,2,1,1,1,2,1,2,2,2,1,1,1,1,2,2,2,2,1,2,2,369.164893617021
2467,0671502,0084,1,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,0001,BAGUA GRANDE,1,1,1,1,1,1,1,3,4,2,1,1,1,2,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,2,2,2,2,1,2,2,369.164893617021
2477,0671502,0094,1,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,0001,BAGUA GRANDE,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,2,1,1,1,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,369.164893617021
2496,0671502,0113,1,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,0001,BAGUA GRANDE,1,1,1,1,1,1,1,1,1,3,1,1,1,6,4,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,1,2,2,2,2,369.164893617021
2682,13320,0004,1,02,ANCASH,01,HUARAZ,01,HUARAZ,0001,HUARAZ,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,2,1,2,1,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,1,2,805.349609375
2694,13320,0016,1,02,ANCASH,01,HUARAZ,01,HUARAZ,0001,HUARAZ,1,1,1,1,1,1,1,1,1,5,1,1,1,2,1,2,2,1,1,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,805.349609375
2718,13320,0040,1,02,ANCASH,01,HUARAZ,01,HUARAZ,0001,HUARAZ,1,1,1,1,1,1,1,3,4,6,1,1,1,3,3,2,1,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,805.349609375
2755,13320,0077,1,02,ANCASH,01,HUARAZ,01,HUARAZ,0001,HUARAZ,1,1,1,1,1,1,1,1,1,5,1,1,1,4,3,1,2,1,1,2,2,1,2,2,1,1,1,1,2,1,2,2,1,2,2,2,805.349609375
2767,13320,0089,1,02,ANCASH,01,HUARAZ,01,HUARAZ,0001,HUARAZ,1,1,1,1,1,1,1,1,1,5,1,1,1,6,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,2,2,2,805.349609375
2779,13320,0101,1,02,ANCASH,01,HUARAZ,01,HUARAZ,0001,HUARAZ,1,1,1,1,1,1,1,1,1,5,1,1,1,2,1,2,2,2,1,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,805.349609375
2792,13320,0114,1,02,ANCASH,01,HUARAZ,01,HUARAZ,0001,HUARAZ,1,1,1,1,1,1,1,1,1,3,1,1,1,4,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,805.349609375
2817,13320,0139,1,02,ANCASH,01,HUARAZ,01,HUARAZ,0001,HUARAZ,1,1,1,1,1,1,1,1,1,5,1,1,1,3,3,1,2,2,1,1,2,1,2,2,1,1,1,1,1,1,2,2,2,2,1,2,805.349609375
2828,13321,0003,1,02,ANCASH,01,HUARAZ,01,HUARAZ,0001,HUARAZ,1,1,1,1,1,1,1,1,1,5,1,1,1,2,0,1,2,2,2,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,805.349609375
2849,13321,0024,1,02,ANCASH,01,HUARAZ,01,HUARAZ,0001,HUARAZ,1,1,1,1,1,1,1,3,3,5,1,1,1,3,2,1,2,2,1,1,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,805.349609375
2871,13321,0046,1,02,ANCASH,01,HUARAZ,01,HUARAZ,0001,HUARAZ,1,1,1,1,1,1,1,1,1,5,1,1,6,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,805.349609375
2914,13321,0089,1,02,ANCASH,01,HUARAZ,01,HUARAZ,0001,HUARAZ,1,1,1,1,1,1,1,1,1,5,1,1,1,4,3,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,805.349609375
2935,13321,0110,1,02,ANCASH,01,HUARAZ,01,HUARAZ,0001,HUARAZ,1,1,1,1,1,1,1,1,1,3,1,1,1,3,3,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,805.349609375
2957,13321,0132,1,02,ANCASH,01,HUARAZ,01,HUARAZ,0001,HUARAZ,1,1,1,1,1,1,1,1,1,5,1,1,1,1,0,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,805.349609375
2978,13321,0153,1,02,ANCASH,01,HUARAZ,01,HUARAZ,0001,HUARAZ,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,805.349609375
3021,13321,0196,1,02,ANCASH,01,HUARAZ,01,HUARAZ,0001,HUARAZ,1,1,1,1,1,1,1,1,1,5,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,805.349609375
3400,13384,0002,1,02,ANCASH,01,HUARAZ,01,HUARAZ,0072,HUALLCOR,1,1,1,1,1,1,1,3,4,6,5,1,1,2,0,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,805.349609375
3416,13384,0018,1,02,ANCASH,01,HUARAZ,01,HUARAZ,0072,HUALLCOR,1,1,1,1,1,1,1,3,4,6,1,1,1,2,2,2,2,2,1,2,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,805.349609375
3429,13384,0031,1,02,ANCASH,01,HUARAZ,01,HUARAZ,0072,HUALLCOR,1,1,1,1,1,1,1,4,3,6,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,805.349609375
3439,13384,0041,1,02,ANCASH,01,HUARAZ,01,HUARAZ,0072,HUALLCOR,1,1,1,1,1,1,1,3,4,6,1,1,1,2,2,2,2,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,805.349609375
3465,13384,0067,1,02,ANCASH,01,HUARAZ,01,HUARAZ,0072,HUALLCOR,1,1,1,1,1,1,1,3,4,5,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,805.349609375
3479,13384,0081,1,02,ANCASH,01,HUARAZ,01,HUARAZ,0072,HUALLCOR,1,1,1,1,1,1,1,3,3,6,1,2,4,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,805.349609375
3516,13384,0118,1,02,ANCASH,01,HUARAZ,01,HUARAZ,0072,HUALLCOR,1,1,1,1,1,1,1,3,3,6,1,1,1,3,3,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,805.349609375
3535,13384,0137,1,02,ANCASH,01,HUARAZ,01,HUARAZ,0072,HUALLCOR,1,1,1,1,1,1,1,3,4,6,1,1,7,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,805.349609375
3556,13243,0011,1,02,ANCASH,01,HUARAZ,05,INDEPENDENCIA,0001,CENTENARIO,1,1,1,1,1,1,1,3,2,5,1,1,1,2,1,2,2,1,1,2,2,1,2,2,2,1,1,1,2,2,1,2,2,2,2,2,920.399553571428
3573,13243,0028,1,02,ANCASH,01,HUARAZ,05,INDEPENDENCIA,0001,CENTENARIO,1,1,1,1,1,1,1,1,4,5,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,920.399553571428
3591,13243,0046,1,02,ANCASH,01,HUARAZ,05,INDEPENDENCIA,0001,CENTENARIO,1,1,1,2,1,1,1,1,4,5,1,1,1,2,2,1,2,2,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1840.79910714286
3659,13243,0114,1,02,ANCASH,01,HUARAZ,05,INDEPENDENCIA,0001,CENTENARIO,1,1,1,1,1,1,1,1,1,3,1,1,1,6,5,1,1,1,1,2,2,1,1,2,2,1,1,1,2,2,2,1,2,2,2,2,920.399553571428
3693,13243,0148,1,02,ANCASH,01,HUARAZ,05,INDEPENDENCIA,0001,CENTENARIO,1,1,1,2,1,1,1,1,1,5,1,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1840.79910714286
